"";
"Empresa";"1 - Ruppenthal Engenharia e Construção Ltda";
"Período";"01/05/2025 a 31/10/2027";"Data do cálculo";"12/05/2026";
"Juros";"0,00";"Multa";"0,00";
"Após Vencto - Indexador";"0 REAL";
"";
"Centro de Custo: ";"4 - Orla de Ipanema";
"Credor";"Documento";"Lançamento";"Qt.";"Ind.";"Data vencto";"%";"Dias";"Valor no vencto";"Acréscimo";"Desconto";"Total";
"AUTO SERVICO LINDOLFO COLLOR LTDA- POSTO CHAFARIZ";"NFM. 212292";"4794/1";"1";"0";"15/05/2026";"100,00";"0";"499,21";"0,00";"0,00";"499,21";
"AUTO SERVICO LINDOLFO COLLOR LTDA- POSTO CHAFARIZ";"NFM. 212350";"4801/1";"1";"0";"15/05/2026";"100,00";"0";"365,21";"0,00";"0,00";"365,21";
"AUTO SERVICO LINDOLFO COLLOR LTDA- POSTO CHAFARIZ";"NFM. 212417";"4803/1";"1";"0";"15/05/2026";"100,00";"0";"187,92";"0,00";"0,00";"187,92";
"BASE - BRASIL ALARME E SEGURANCA ELETRONICA LTDA";"NFS. 4320";"3119/2";"2";"0";"20/05/2026";"100,00";"0";"190,10";"0,00";"0,00";"190,10";
"BASE - BRASIL ALARME E SEGURANCA ELETRONICA LTDA";"NFS. 9992";"4754/1";"2";"0";"05/06/2026";"100,00";"0";"271,74";"0,00";"0,00";"271,74";
"BASE - BRASIL ALARME E SEGURANCA ELETRONICA LTDA";"NFS. 9992";"4754/2";"2";"0";"05/07/2026";"100,00";"0";"271,75";"0,00";"0,00";"271,75";
"Bohrer Miguel Comercio De Combustiveis Ltda";"NFM. 1293";"4465/1";"1";"0";"30/04/2026";"100,00";"12";"1.646,13";"0,00";"0,00";"1.646,13";
"Bohrer Miguel Comercio De Combustiveis Ltda";"NFM. 1348";"4694/1";"1";"0";"15/05/2026";"100,00";"0";"242,65";"0,00";"0,00";"242,65";
"BRADESCO AUTO/RE COMPANHIA DE SEGUROS";"FAT. 240426";"4580/2";"10";"0";"25/05/2026";"100,00";"0";"256,22";"0,00";"0,00";"256,22";
"                          Obs: SEGURO FOX
DEBITO EM CONTA SANTANDER
CONFIRMAR COM RAMONA AS DATAS CORRETOS DOS VENCIMENTOS";
"BRADESCO AUTO/RE COMPANHIA DE SEGUROS";"FAT. 240426";"4580/3";"10";"0";"25/06/2026";"100,00";"0";"256,22";"0,00";"0,00";"256,22";
"                          Obs: SEGURO FOX
DEBITO EM CONTA SANTANDER
CONFIRMAR COM RAMONA AS DATAS CORRETOS DOS VENCIMENTOS";
"BRADESCO AUTO/RE COMPANHIA DE SEGUROS";"FAT. 240426";"4580/4";"10";"0";"25/07/2026";"100,00";"0";"256,22";"0,00";"0,00";"256,22";
"                          Obs: SEGURO FOX
DEBITO EM CONTA SANTANDER
CONFIRMAR COM RAMONA AS DATAS CORRETOS DOS VENCIMENTOS";
"BRADESCO AUTO/RE COMPANHIA DE SEGUROS";"FAT. 240426";"4580/5";"10";"0";"25/08/2026";"100,00";"0";"256,22";"0,00";"0,00";"256,22";
"                          Obs: SEGURO FOX
DEBITO EM CONTA SANTANDER
CONFIRMAR COM RAMONA AS DATAS CORRETOS DOS VENCIMENTOS";
"BRADESCO AUTO/RE COMPANHIA DE SEGUROS";"FAT. 240426";"4580/6";"10";"0";"25/09/2026";"100,00";"0";"256,22";"0,00";"0,00";"256,22";
"                          Obs: SEGURO FOX
DEBITO EM CONTA SANTANDER
CONFIRMAR COM RAMONA AS DATAS CORRETOS DOS VENCIMENTOS";
"BRADESCO AUTO/RE COMPANHIA DE SEGUROS";"FAT. 240426";"4580/7";"10";"0";"25/10/2026";"100,00";"0";"256,22";"0,00";"0,00";"256,22";
"                          Obs: SEGURO FOX
DEBITO EM CONTA SANTANDER
CONFIRMAR COM RAMONA AS DATAS CORRETOS DOS VENCIMENTOS";
"BRADESCO AUTO/RE COMPANHIA DE SEGUROS";"FAT. 240426";"4580/8";"10";"0";"25/11/2026";"100,00";"0";"256,22";"0,00";"0,00";"256,22";
"                          Obs: SEGURO FOX
DEBITO EM CONTA SANTANDER
CONFIRMAR COM RAMONA AS DATAS CORRETOS DOS VENCIMENTOS";
"BRADESCO AUTO/RE COMPANHIA DE SEGUROS";"FAT. 240426";"4580/9";"10";"0";"25/12/2026";"100,00";"0";"256,22";"0,00";"0,00";"256,22";
"                          Obs: SEGURO FOX
DEBITO EM CONTA SANTANDER
CONFIRMAR COM RAMONA AS DATAS CORRETOS DOS VENCIMENTOS";
"BRADESCO AUTO/RE COMPANHIA DE SEGUROS";"FAT. 240426";"4580/10";"10";"0";"25/01/2027";"100,00";"0";"256,22";"0,00";"0,00";"256,22";
"                          Obs: SEGURO FOX
DEBITO EM CONTA SANTANDER
CONFIRMAR COM RAMONA AS DATAS CORRETOS DOS VENCIMENTOS";
"CAIO J. BRAUN";"NFS. 4336";"4638/1";"1";"0";"05/05/2026";"100,00";"7";"970,00";"0,00";"0,00";"970,00";
"CAIO J. BRAUN";"NFM. 250326";"4081/2";"4";"0";"20/05/2026";"100,00";"0";"975,00";"0,00";"0,00";"975,00";
"                          Obs: CARTÃO DE CREDITO CAIXA PF
CONSERTO PNEUM MAQUINA QUE ESTÁ NA CORSAN";
"CAIO J. BRAUN";"NFM. 250326";"4081/3";"4";"0";"20/06/2026";"100,00";"0";"975,00";"0,00";"0,00";"975,00";
"                          Obs: CARTÃO DE CREDITO CAIXA PF
CONSERTO PNEUM MAQUINA QUE ESTÁ NA CORSAN";
"CAIO J. BRAUN";"NFM. 250326";"4081/4";"4";"0";"20/07/2026";"100,00";"0";"975,00";"0,00";"0,00";"975,00";
"                          Obs: CARTÃO DE CREDITO CAIXA PF
CONSERTO PNEUM MAQUINA QUE ESTÁ NA CORSAN";
"COMERCIAL DE COMBUSTIVEIS PHOENIX LTDA";"NFM. 6902";"4802/1";"1";"0";"15/05/2026";"100,00";"0";"1.002,30";"0,00";"0,00";"1.002,30";
"Gra Assessoria E Consultoria Em Negocios Internacionais Eireli";"NFM. 23157";"2188/1";"1";"0";"10/12/2025";"100,00";"153";"1.519,00";"0,00";"0,00";"1.519,00";
"                          Obs: BOLETO";
"I.L.R. Albino";"NFM. 10317";"4385/1";"2";"0";"07/05/2026";"100,00";"5";"675,00";"0,00";"0,00";"675,00";
"                          Obs: DENTE E TRAVA CJ ESCAVADEIRA XCMG";
"I.L.R. Albino";"NFM. 10321";"4386/1";"2";"0";"07/05/2026";"100,00";"5";"42,50";"0,00";"0,00";"42,50";
"                          Obs: PARAFUSO COM PORCA 
RETRO LIUGONG 02";
"I.L.R. Albino";"NFM. 10342";"4582/1";"4";"0";"22/05/2026";"100,00";"0";"1.112,50";"0,00";"0,00";"1.112,50";
"I.L.R. Albino";"NFM. 10366";"4788/1";"4";"0";"03/06/2026";"100,00";"0";"1.112,50";"0,00";"0,00";"1.112,50";
"I.L.R. Albino";"NFM. 10317";"4385/2";"2";"0";"04/06/2026";"100,00";"0";"675,00";"0,00";"0,00";"675,00";
"                          Obs: DENTE E TRAVA CJ ESCAVADEIRA XCMG";
"I.L.R. Albino";"NFM. 10321";"4386/2";"2";"0";"04/06/2026";"100,00";"0";"42,50";"0,00";"0,00";"42,50";
"                          Obs: PARAFUSO COM PORCA 
RETRO LIUGONG 02";
"I.L.R. Albino";"NFM. 10342";"4582/2";"4";"0";"19/06/2026";"100,00";"0";"1.112,50";"0,00";"0,00";"1.112,50";
"I.L.R. Albino";"NFM. 10366";"4788/2";"4";"0";"01/07/2026";"100,00";"0";"1.112,50";"0,00";"0,00";"1.112,50";
"I.L.R. Albino";"NFM. 10342";"4582/3";"4";"0";"17/07/2026";"100,00";"0";"1.112,50";"0,00";"0,00";"1.112,50";
"I.L.R. Albino";"NFM. 10366";"4788/3";"4";"0";"29/07/2026";"100,00";"0";"1.112,50";"0,00";"0,00";"1.112,50";
"I.L.R. Albino";"NFM. 10342";"4582/4";"4";"0";"14/08/2026";"100,00";"0";"1.112,50";"0,00";"0,00";"1.112,50";
"I.L.R. Albino";"NFM. 10366";"4788/4";"4";"0";"26/08/2026";"100,00";"0";"1.112,50";"0,00";"0,00";"1.112,50";
"IGOR JESSE RIQUINHO- AUTO POWER";"NFS. 240326";"4067/2";"3";"0";"10/05/2026";"100,00";"2";"2.833,34";"0,00";"0,00";"2.833,34";
"                          Obs: CONSERTO STRADA
CARTÃO DE CREDITO SANTANDER";
"IGOR JESSE RIQUINHO- AUTO POWER";"NFS. 240326";"4067/3";"3";"0";"10/06/2026";"100,00";"0";"2.833,34";"0,00";"0,00";"2.833,34";
"                          Obs: CONSERTO STRADA
CARTÃO DE CREDITO SANTANDER";
"MARCELO HELIO LAUER 43859070053";"FAT. 240426";"4563/1";"1";"0";"23/04/2026";"100,00";"19";"190,00";"0,00";"0,00";"190,00";
"MECANICA   M   DIESEL LTDA";"NFS. 040526";"4687/1";"1";"0";"04/05/2026";"100,00";"8";"120,00";"0,00";"0,00";"120,00";
"                          Obs: FREIO CAMINHÃO TOCO";
"Mercadolivre.Com Atividades De Internet Ltda";"NFM. 140426";"4406/1";"1";"0";"10/05/2026";"100,00";"2";"254,86";"0,00";"0,00";"254,86";
"                          Obs: BOMBA ABASTECIMENTO
CARTÃO DE CREDITO SANTANDER";
"Novolubri Comércio De Lubrificantes Ltda";"NFM. 189955";"3278/2";"3";"0";"25/03/2026";"100,00";"48";"402,00";"0,00";"0,00";"402,00";
"                          Obs: BOLETO";
"Novolubri Comércio De Lubrificantes Ltda";"NFM. 189955";"3278/3";"3";"0";"08/04/2026";"100,00";"34";"402,00";"0,00";"0,00";"402,00";
"                          Obs: BOLETO";
"Novolubri Comércio De Lubrificantes Ltda";"NFM. 190646";"3939/1";"2";"0";"15/04/2026";"100,00";"27";"288,05";"0,00";"0,00";"288,05";
"Novolubri Comércio De Lubrificantes Ltda";"NFM. 190646";"3939/2";"2";"0";"29/04/2026";"100,00";"13";"288,05";"0,00";"0,00";"288,05";
"Novolubri Comércio De Lubrificantes Ltda";"NFM. 191169";"4387/1";"3";"0";"12/05/2026";"100,00";"0";"326,66";"0,00";"0,00";"326,66";
"Novolubri Comércio De Lubrificantes Ltda";"NFM. 191169";"4387/2";"3";"0";"26/05/2026";"100,00";"0";"326,67";"0,00";"0,00";"326,67";
"Novolubri Comércio De Lubrificantes Ltda";"NFM. 191169";"4387/3";"3";"0";"09/06/2026";"100,00";"0";"326,67";"0,00";"0,00";"326,67";
"PEDREIRA VILA RICA LTDA";"NFM. 314907";"4600/1";"1";"0";"23/05/2026";"100,00";"0";"36,90";"0,00";"0,00";"36,90";
"PMAK MANUTENÇÃO E COMERCIO DE PEÇAS E EQUIPAMENTOS LTDA";"NFM. 129";"4363/1";"1";"0";"24/04/2026";"100,00";"18";"659,00";"0,00";"0,00";"659,00";
"                          Obs: PEÇAS TROCADAS NA RETRO 04 CATTERPILAR";
"PMAK MANUTENÇÃO E COMERCIO DE PEÇAS E EQUIPAMENTOS LTDA";"NFS. 265";"4364/1";"1";"0";"24/04/2026";"100,00";"18";"800,00";"0,00";"0,00";"800,00";
"                          Obs: MANUTENÇÃO TROCA DE PEÇAS NA MAQUINA RETRO 04 CATERPILLAR";
"Posto RS 239 Derivados De Petróleo Ltda";"NFS. 28401";"4696/1";"1";"0";"11/05/2026";"100,00";"1";"399,71";"0,00";"0,00";"399,71";
"Posto RS 239 Derivados De Petróleo Ltda";"NFS. 28464";"4697/1";"1";"0";"11/05/2026";"100,00";"1";"291,15";"0,00";"0,00";"291,15";
"Posto RS 239 Derivados De Petróleo Ltda";"NFS. 28465";"4698/1";"1";"0";"11/05/2026";"100,00";"1";"1.712,50";"0,00";"0,00";"1.712,50";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 28610";"4699/1";"1";"0";"11/05/2026";"100,00";"1";"1.027,50";"0,00";"0,00";"1.027,50";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 28629";"4700/1";"1";"0";"11/05/2026";"100,00";"1";"269,19";"0,00";"0,00";"269,19";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 28630";"4701/1";"1";"0";"11/05/2026";"100,00";"1";"2.397,50";"0,00";"0,00";"2.397,50";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 28653";"4702/1";"1";"0";"11/05/2026";"100,00";"1";"330,03";"0,00";"0,00";"330,03";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 28668";"4703/1";"1";"0";"11/05/2026";"100,00";"1";"1.362,39";"0,00";"0,00";"1.362,39";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 28697";"4704/1";"1";"0";"11/05/2026";"100,00";"1";"1.692,50";"0,00";"0,00";"1.692,50";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 28741";"4705/1";"1";"0";"11/05/2026";"100,00";"1";"342,37";"0,00";"0,00";"342,37";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 28791";"4706/1";"1";"0";"11/05/2026";"100,00";"1";"310,04";"0,00";"0,00";"310,04";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 28792";"4707/1";"1";"0";"11/05/2026";"100,00";"1";"1.692,50";"0,00";"0,00";"1.692,50";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 28802";"4708/1";"1";"0";"11/05/2026";"100,00";"1";"850,21";"0,00";"0,00";"850,21";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 28838";"4709/1";"1";"0";"11/05/2026";"100,00";"1";"981,96";"0,00";"0,00";"981,96";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 28860";"4710/1";"1";"0";"11/05/2026";"100,00";"1";"1.637,50";"0,00";"0,00";"1.637,50";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 28913";"4711/1";"1";"0";"11/05/2026";"100,00";"1";"2.292,50";"0,00";"0,00";"2.292,50";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 28925";"4712/1";"1";"0";"11/05/2026";"100,00";"1";"655,00";"0,00";"0,00";"655,00";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 28979";"4718/1";"1";"0";"11/05/2026";"100,00";"1";"295,23";"0,00";"0,00";"295,23";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 28990";"4719/1";"1";"0";"11/05/2026";"100,00";"1";"125,00";"0,00";"0,00";"125,00";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 29096";"4720/1";"1";"0";"11/05/2026";"100,00";"1";"1.310,00";"0,00";"0,00";"1.310,00";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 29111";"4721/1";"1";"0";"11/05/2026";"100,00";"1";"284,68";"0,00";"0,00";"284,68";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 29112";"4722/1";"1";"0";"11/05/2026";"100,00";"1";"1.965,00";"0,00";"0,00";"1.965,00";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 29193";"4723/1";"1";"0";"11/05/2026";"100,00";"1";"133,00";"0,00";"0,00";"133,00";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 29194";"4724/1";"1";"0";"11/05/2026";"100,00";"1";"1.637,50";"0,00";"0,00";"1.637,50";
"Posto RS 239 Derivados De Petróleo Ltda";"NFM. 0604";"4227/1";"1";"0";"25/05/2026";"100,00";"0";"15.000,00";"0,00";"0,00";"15.000,00";
"                          Obs: PREVISÃO DE ABASTECIMENTO.
QUANDO CHEGAR A DATA REAGENDAR PARA A PROXIMA.
VENCIMENTOS DIA 10 E 26 DE CADA MES";
"Posto Valvic 18 Ltda";"NFM. 156";"4673/1";"1";"0";"15/05/2026";"100,00";"0";"202,54";"0,00";"0,00";"202,54";
"Protefix Proteção E Fixação Ltda";"NFM. 719139";"4442/1";"1";"0";"14/05/2026";"100,00";"0";"375,10";"0,00";"0,00";"375,10";
"                          Obs: BOLETO";
"QUERODIESEL TRANSPORTES E COMERCIO DE COMBUSTIVEIS LTDA";"NFM. 1167835";"4665/1";"1";"0";"15/05/2026";"100,00";"0";"6.490,00";"0,00";"0,00";"6.490,00";
"QUERODIESEL TRANSPORTES E COMERCIO DE COMBUSTIVEIS LTDA";"NFM. 1168484";"4787/1";"1";"0";"22/05/2026";"100,00";"0";"6.290,00";"0,00";"0,00";"6.290,00";
"Rafael Somensi Reinheimer";"NFM. 3386";"3162/3";"3";"0";"30/04/2026";"100,00";"12";"246,67";"0,00";"0,00";"246,67";
"                          Obs: TROCA DE PNEUS GOL- AUTORIZADO PELO PATRICK";
"Rafael Somensi Reinheimer";"NFM. 3364";"2887/4";"6";"0";"12/05/2026";"100,00";"0";"233,33";"0,00";"0,00";"233,33";
"                          Obs: TROCA DE PNEUS FOX
BOLETO";
"Rafael Somensi Reinheimer";"NFM. 3472";"4604/1";"4";"0";"27/05/2026";"100,00";"0";"190,00";"0,00";"0,00";"190,00";
"Rafael Somensi Reinheimer";"NFM. 3364";"2887/5";"6";"0";"11/06/2026";"100,00";"0";"233,33";"0,00";"0,00";"233,33";
"                          Obs: TROCA DE PNEUS FOX
BOLETO";
"Rafael Somensi Reinheimer";"NFM. 3472";"4604/2";"4";"0";"26/06/2026";"100,00";"0";"190,00";"0,00";"0,00";"190,00";
"Rafael Somensi Reinheimer";"NFM. 3364";"2887/6";"6";"0";"11/07/2026";"100,00";"0";"233,33";"0,00";"0,00";"233,33";
"                          Obs: TROCA DE PNEUS FOX
BOLETO";
"Rafael Somensi Reinheimer";"NFM. 3472";"4604/3";"4";"0";"26/07/2026";"100,00";"0";"190,00";"0,00";"0,00";"190,00";
"Rafael Somensi Reinheimer";"NFM. 3472";"4604/4";"4";"0";"25/08/2026";"100,00";"0";"190,00";"0,00";"0,00";"190,00";
"Remp Máquinas Ltda";"NFM. 958";"3564/3";"4";"0";"26/05/2026";"100,00";"0";"2.051,75";"0,00";"0,00";"2.051,75";
"Remp Máquinas Ltda";"NFM. 958";"3564/4";"4";"0";"26/06/2026";"100,00";"0";"2.051,75";"0,00";"0,00";"2.051,75";
"Soldasul Industria Comércio E Importação Ltda ";"NFM. 69960";"4278/1";"2";"0";"06/05/2026";"100,00";"6";"735,00";"0,00";"0,00";"735,00";
"Soldasul Industria Comércio E Importação Ltda ";"NFM. 69960";"4278/2";"2";"0";"03/06/2026";"100,00";"0";"735,00";"0,00";"0,00";"735,00";
"Stv Segurança, Tecnologia E Vigilancia Patrimonial Ltda.";"NFS. 470601";"4421/1";"1";"0";"10/05/2026";"100,00";"2";"465,07";"0,00";"0,00";"465,07";
"Stv Segurança, Tecnologia E Vigilancia Patrimonial Ltda.";"NFS. 464453";"3370/1";"1";"0";"20/05/2026";"100,00";"0";"41,20";"0,00";"0,00";"41,20";
"Stv Segurança, Tecnologia E Vigilancia Patrimonial Ltda.";"NFS. 468393";"3864/1";"1";"0";"20/05/2026";"100,00";"0";"295,05";"0,00";"0,00";"295,05";
"SUHAI SEGURADORA S.A.";"FAT. 160426";"4462/2";"3";"0";"18/05/2026";"100,00";"0";"626,78";"0,00";"0,00";"626,78";
"                          Obs: SEGURO STRADA";
"SUHAI SEGURADORA S.A.";"FAT. 160426";"4462/3";"3";"0";"16/06/2026";"100,00";"0";"626,78";"0,00";"0,00";"626,78";
"                          Obs: SEGURO STRADA";
"TORNEARIA PANTANAL EIRELI";"NFM. 290426";"4643/1";"1";"0";"10/05/2026";"100,00";"2";"1.510,00";"0,00";"0,00";"1.510,00";
"                          Obs: CARTÃO DE CREDITO SANTANDER";
"";
"Centro de Custo: ";"15 - Parque Harmonia";
"Credor";"Documento";"Lançamento";"Qt.";"Ind.";"Data vencto";"%";"Dias";"Valor no vencto";"Acréscimo";"Desconto";"Total";
"Prefeitura Municipal de Porto Alegre";"DARM. 080825";"661/1";"1";"0";"11/08/2025";"1,23";"274";"52,93";"0,00";"0,00";"52,93";
"                          Obs: ISSQN NOTAS RETIDAS PORTO ALEGRE";
"Prefeitura Municipal de Porto Alegre";"DARM. 100925";"1226/1";"1";"0";"10/09/2025";"0,48";"244";"29,11";"0,00";"0,00";"29,11";
"Sulmak Locações De Equipamentos Ltda";"FAT. 15441";"4143/1";"1";"0";"28/03/2026";"100,00";"45";"664,00";"0,00";"0,00";"664,00";
"";
"Centro de Custo: ";"16 - Escritório Ãmbar";
"Credor";"Documento";"Lançamento";"Qt.";"Ind.";"Data vencto";"%";"Dias";"Valor no vencto";"Acréscimo";"Desconto";"Total";
"ALDO CELULARES LTDA";"NFS. 300426";"4644/1";"2";"0";"20/05/2026";"100,00";"0";"170,00";"0,00";"0,00";"170,00";
"                          Obs: CONSERTO CELULAR 
CARTÃO ELO CEF RAMONA";
"ALDO CELULARES LTDA";"NFS. 300426";"4644/2";"2";"0";"20/06/2026";"100,00";"0";"170,00";"0,00";"0,00";"170,00";
"                          Obs: CONSERTO CELULAR 
CARTÃO ELO CEF RAMONA";
"ALLIANZ SEGUROS S/A";"FAT. 010126";"2927/8";"11";"0";"15/05/2026";"100,00";"0";"280,88";"0,00";"0,00";"280,88";
"                          Obs: SEGURO DE VIDA";
"ALLIANZ SEGUROS S/A";"FAT. 010126";"2927/9";"11";"0";"15/06/2026";"100,00";"0";"280,88";"0,00";"0,00";"280,88";
"                          Obs: SEGURO DE VIDA";
"ALLIANZ SEGUROS S/A";"FAT. 010126";"2927/10";"11";"0";"15/07/2026";"100,00";"0";"280,88";"0,00";"0,00";"280,88";
"                          Obs: SEGURO DE VIDA";
"ALLIANZ SEGUROS S/A";"FAT. 010126";"2927/11";"11";"0";"15/08/2026";"100,00";"0";"280,88";"0,00";"0,00";"280,88";
"                          Obs: SEGURO DE VIDA";
"ANIB - COMUNICACAO S/S LTDA";"NFS. 280226";"3801/4";"11";"0";"30/05/2026";"100,00";"0";"1.800,00";"0,00";"0,00";"1.800,00";
"                          Obs: marketing";
"ANIB - COMUNICACAO S/S LTDA";"NFS. 280226";"3801/5";"11";"0";"30/06/2026";"100,00";"0";"1.800,00";"0,00";"0,00";"1.800,00";
"                          Obs: marketing";
"ANIB - COMUNICACAO S/S LTDA";"NFS. 280226";"3801/6";"11";"0";"30/07/2026";"100,00";"0";"1.800,00";"0,00";"0,00";"1.800,00";
"                          Obs: marketing";
"ANIB - COMUNICACAO S/S LTDA";"NFS. 280226";"3801/7";"11";"0";"30/08/2026";"100,00";"0";"1.800,00";"0,00";"0,00";"1.800,00";
"                          Obs: marketing";
"ANIB - COMUNICACAO S/S LTDA";"NFS. 280226";"3801/8";"11";"0";"30/09/2026";"100,00";"0";"1.800,00";"0,00";"0,00";"1.800,00";
"                          Obs: marketing";
"ANIB - COMUNICACAO S/S LTDA";"NFS. 280226";"3801/9";"11";"0";"30/10/2026";"100,00";"0";"1.800,00";"0,00";"0,00";"1.800,00";
"                          Obs: marketing";
"ANIB - COMUNICACAO S/S LTDA";"NFS. 280226";"3801/10";"11";"0";"30/11/2026";"100,00";"0";"1.800,00";"0,00";"0,00";"1.800,00";
"                          Obs: marketing";
"ANIB - COMUNICACAO S/S LTDA";"NFS. 280226";"3801/11";"11";"0";"30/12/2026";"100,00";"0";"1.800,00";"0,00";"0,00";"1.800,00";
"                          Obs: marketing";
"ASSOCIACAO COMERCIAL, INDUSTRIAL E DE SERVICOS DE NOVO HAMBURGO- ACI";"FAT. 10012026";"2916/6";"12";"0";"10/06/2026";"100,00";"0";"181,00";"0,00";"0,00";"181,00";
"ASSOCIACAO COMERCIAL, INDUSTRIAL E DE SERVICOS DE NOVO HAMBURGO- ACI";"FAT. 10012026";"2916/7";"12";"0";"10/07/2026";"100,00";"0";"181,00";"0,00";"0,00";"181,00";
"ASSOCIACAO COMERCIAL, INDUSTRIAL E DE SERVICOS DE NOVO HAMBURGO- ACI";"FAT. 10012026";"2916/8";"12";"0";"10/08/2026";"100,00";"0";"181,00";"0,00";"0,00";"181,00";
"ASSOCIACAO COMERCIAL, INDUSTRIAL E DE SERVICOS DE NOVO HAMBURGO- ACI";"FAT. 10012026";"2916/9";"12";"0";"10/09/2026";"100,00";"0";"181,00";"0,00";"0,00";"181,00";
"ASSOCIACAO COMERCIAL, INDUSTRIAL E DE SERVICOS DE NOVO HAMBURGO- ACI";"FAT. 10012026";"2916/10";"12";"0";"10/10/2026";"100,00";"0";"181,00";"0,00";"0,00";"181,00";
"ASSOCIACAO COMERCIAL, INDUSTRIAL E DE SERVICOS DE NOVO HAMBURGO- ACI";"FAT. 10012026";"2916/11";"12";"0";"10/11/2026";"100,00";"0";"181,00";"0,00";"0,00";"181,00";
"ASSOCIACAO COMERCIAL, INDUSTRIAL E DE SERVICOS DE NOVO HAMBURGO- ACI";"FAT. 10012026";"2916/12";"12";"0";"10/12/2026";"100,00";"0";"181,00";"0,00";"0,00";"181,00";
"AVERRA GARANTIAS LTDA";"NFM. 180226";"3383/3";"3";"0";"20/05/2026";"100,00";"0";"5.470,54";"0,00";"0,00";"5.470,54";
"                          Obs: CARTA FIANÇA REFERENTE DIVIDA COM CONCRESERV";
"BANRISUL";"REC. 202614";"3715/2";"72";"0";"14/04/2026";"100,00";"28";"3.013,03";"0,00";"0,00";"3.013,03";
"                          Obs: CG BANRISUL";
"BANRISUL";"REC. 202614";"3715/3";"72";"0";"14/05/2026";"100,00";"0";"3.013,03";"0,00";"0,00";"3.013,03";
"                          Obs: CG BANRISUL";
"BANRISUL";"REC. 202614";"3715/4";"72";"0";"14/06/2026";"100,00";"0";"3.013,03";"0,00";"0,00";"3.013,03";
"                          Obs: CG BANRISUL";
"BANRISUL";"REC. 202614";"3715/5";"72";"0";"14/07/2026";"100,00";"0";"3.013,03";"0,00";"0,00";"3.013,03";
"                          Obs: CG BANRISUL";
"BANRISUL";"REC. 202614";"3715/6";"72";"0";"14/08/2026";"100,00";"0";"3.013,03";"0,00";"0,00";"3.013,03";
"                          Obs: CG BANRISUL";
"BANRISUL";"REC. 202614";"3715/7";"72";"0";"14/09/2026";"100,00";"0";"3.013,03";"0,00";"0,00";"3.013,03";
"                          Obs: CG BANRISUL";
"BANRISUL";"REC. 202614";"3715/8";"72";"0";"14/10/2026";"100,00";"0";"3.013,03";"0,00";"0,00";"3.013,03";
"                          Obs: CG BANRISUL";
"BANRISUL";"REC. 202614";"3715/9";"72";"0";"14/11/2026";"100,00";"0";"3.013,03";"0,00";"0,00";"3.013,03";
"                          Obs: CG BANRISUL";
"BANRISUL";"REC. 202614";"3715/10";"72";"0";"14/12/2026";"100,00";"0";"3.013,03";"0,00";"0,00";"3.013,03";
"                          Obs: CG BANRISUL";
"BANRISUL";"REC. 202614";"3715/11";"72";"0";"14/01/2027";"100,00";"0";"3.013,03";"0,00";"0,00";"3.013,03";
"                          Obs: CG BANRISUL";
"BANRISUL";"REC. 202614";"3715/12";"72";"0";"14/02/2027";"100,00";"0";"3.013,03";"0,00";"0,00";"3.013,03";
"                          Obs: CG BANRISUL";
"BANRISUL";"REC. 202614";"3715/13";"72";"0";"14/03/2027";"100,00";"0";"3.013,03";"0,00";"0,00";"3.013,03";
"                          Obs: CG BANRISUL";
"BANRISUL";"REC. 202614";"3715/14";"72";"0";"14/04/2027";"100,00";"0";"3.013,03";"0,00";"0,00";"3.013,03";
"                          Obs: CG BANRISUL";
"BANRISUL";"REC. 202614";"3715/15";"72";"0";"14/05/2027";"100,00";"0";"3.013,03";"0,00";"0,00";"3.013,03";
"                          Obs: CG BANRISUL";
"BANRISUL";"REC. 202614";"3715/16";"72";"0";"14/06/2027";"100,00";"0";"3.013,03";"0,00";"0,00";"3.013,03";
"                          Obs: CG BANRISUL";
"BANRISUL";"REC. 202614";"3715/17";"72";"0";"14/07/2027";"100,00";"0";"3.013,03";"0,00";"0,00";"3.013,03";
"                          Obs: CG BANRISUL";
